i,j,formula,eigvals,dopant_options
3837,1,AlBa102Br2Ge51K2Mo2O3Se106Te105,"[0.00000000e+00+1.22864698e-05j 8.10840059e-06+0.00000000e+00j
 1.08035100e-05+0.00000000e+00j ... 6.37680574e-02+0.00000000e+00j
 8.06664393e-02+0.00000000e+00j 8.68223170e-02+0.00000000e+00j]","{'Mo', 'K', 'Ga', 'I', 'Br', 'W', 'Fe', 'Tc', 'O', 'Al'}"
3837,2,Ba101Ge53K4Se104Te105,"[0.00000000e+00+7.83155849e-06j 6.76846127e-06+0.00000000e+00j
 1.05421523e-05+0.00000000e+00j ... 2.90238315e-02+0.00000000e+00j
 3.00340232e-02+0.00000000e+00j 3.17514264e-02+0.00000000e+00j]","{'Mo', 'K', 'Ga', 'I', 'Br', 'W', 'Fe', 'Tc', 'O', 'Al'}"
3837,2,Ba105Br5Ge54KO2Se103Te107,"[0.        +1.78164738e-03j 0.        +8.71172742e-06j
 0.        +5.19073423e-06j ... 0.04816767+0.00000000e+00j
 0.05273059+0.00000000e+00j 0.07128101+0.00000000e+00j]","{'Mo', 'K', 'Ga', 'I', 'Br', 'W', 'Fe', 'Tc', 'O', 'Al'}"
3837,2,Ba106Br2Ge54Se107Te104,"[0.00000000e+00+6.87508703e-06j 8.32451447e-06+0.00000000e+00j
 1.20654346e-05+0.00000000e+00j ... 2.85284481e-02+0.00000000e+00j
 2.87369570e-02+0.00000000e+00j 2.87739591e-02+0.00000000e+00j]","{'Mo', 'K', 'Ga', 'I', 'Br', 'W', 'Fe', 'Tc', 'O', 'Al'}"
3837,3,Ba106Br2FeGe53Se105Te104,"[0.00000000e+00+1.04715676e-05j 0.00000000e+00+7.10863399e-06j
 1.20334056e-05+0.00000000e+00j ... 2.86862958e-02+0.00000000e+00j
 2.87161073e-02+0.00000000e+00j 2.89111481e-02+0.00000000e+00j]","{'Mo', 'K', 'Ga', 'I', 'Br', 'W', 'Fe', 'Tc', 'O', 'Al'}"
3837,3,Ba101Ge54KSe107Te106,"[0.00000000e+00+2.90807925e-03j 0.00000000e+00+1.17470619e-05j
 4.41533648e-06+0.00000000e+00j ... 2.94511173e-02+0.00000000e+00j
 3.00093526e-02+0.00000000e+00j 3.30146623e-02+0.00000000e+00j]","{'Mo', 'K', 'Ga', 'I', 'Br', 'W', 'Fe', 'Tc', 'O', 'Al'}"
3837,3,Ba103Br3Ge52Se103Te106,"[0.        +2.60319717e-03j 0.        +1.32960143e-03j
 0.        +1.00322518e-05j ... 0.02869301+0.00000000e+00j
 0.02910629+0.00000000e+00j 0.02945021+0.00000000e+00j]","{'Mo', 'K', 'Ga', 'I', 'Br', 'W', 'Fe', 'Tc', 'O', 'Al'}"
3838,1,I3In95LiNa95Te187,"[0.        +3.60731696e-04j 0.        +1.68788870e-05j
 0.        +1.22281765e-05j ... 0.02702079+0.00000000e+00j
 0.02747664+0.00000000e+00j 0.03224868+0.00000000e+00j]","{'Mn', 'Zn', 'Pb', 'Bi', 'La', 'I', 'Li', 'Fe', 'Co', 'Zr'}"
3838,1,I5In95Na96Te186,"[0.00000000e+00+4.84861297e-04j 0.00000000e+00+8.05123801e-06j
 6.05082738e-06+0.00000000e+00j ... 2.19662114e-02+0.00000000e+00j
 2.19997470e-02+0.00000000e+00j 2.20328398e-02+0.00000000e+00j]","{'Mn', 'Zn', 'Pb', 'Bi', 'La', 'I', 'Li', 'Fe', 'Co', 'Zr'}"
3838,2,I5In92Na95Te182Zn,"[0.        +0.00160968j 0.        +0.0011061j  0.        +0.00093798j ...
 0.02197301+0.j         0.02205999+0.j         0.02220659+0.j        ]","{'Mn', 'Zn', 'Pb', 'Bi', 'La', 'I', 'Li', 'Fe', 'Co', 'Zr'}"
3838,2,IIn92MnNa96Te189Zn2Zr,"[0.        +4.66229284e-04j 0.        +1.60403285e-04j
 0.        +1.33149225e-05j ... 0.02372331+0.00000000e+00j
 0.02418174+0.00000000e+00j 0.02431603+0.00000000e+00j]","{'Mn', 'Zn', 'Pb', 'Bi', 'La', 'I', 'Li', 'Fe', 'Co', 'Zr'}"
3838,3,I2In95Na96Te190,"[0.00000000e+00+2.62705125e-04j 0.00000000e+00+8.41549017e-06j
 5.70533959e-06+0.00000000e+00j ... 2.20344398e-02+0.00000000e+00j
 2.20654276e-02+0.00000000e+00j 2.20838085e-02+0.00000000e+00j]","{'Mn', 'Zn', 'Pb', 'Bi', 'La', 'I', 'Li', 'Fe', 'Co', 'Zr'}"
3838,3,I3In93Na96Te188Zr2,"[0.        +2.34753031e-04j 0.        +6.49781869e-06j
 0.        +3.81239625e-06j ... 0.02409782+0.00000000e+00j
 0.02414242+0.00000000e+00j 0.02423395+0.00000000e+00j]","{'Mn', 'Zn', 'Pb', 'Bi', 'La', 'I', 'Li', 'Fe', 'Co', 'Zr'}"
3839,1,Ba104Cl2IS243Zr70,"[0.00000000e+00+0.00219774j 7.45543805e-06+0.j
 8.86185883e-06+0.j         ... 5.09593857e-02+0.j
 5.11035896e-02+0.j         5.15593793e-02+0.j        ]","{'V', 'Cs', 'K', 'Mn', 'Rb', 'La', 'I', 'Br', 'Fe', 'Cl'}"
3839,1,Ba105BrCl3CsFeI3S242VZr70,"[0.00000000e+00+1.34192127e-03j 0.00000000e+00+9.96798315e-06j
 5.50199270e-06+0.00000000e+00j ... 5.03022002e-02+0.00000000e+00j
 5.06045402e-02+0.00000000e+00j 5.15119629e-02+0.00000000e+00j]","{'V', 'Cs', 'K', 'Mn', 'Rb', 'La', 'I', 'Br', 'Fe', 'Cl'}"
3839,2,Ba105Br2Cl2CsI3KRbS243VZr71,"[0.        +0.00571069j 0.        +0.00129857j 0.        +0.00049271j ...
 0.05071186+0.j         0.05228767+0.j         0.05507536+0.j        ]","{'V', 'Cs', 'K', 'Mn', 'Rb', 'La', 'I', 'Br', 'Fe', 'Cl'}"
3839,2,Ba105Br2CsIS246Zr70,"[0.        +1.40213103e-03j 0.        +1.22539769e-03j
 0.        +9.43393136e-06j ... 0.04976682+0.00000000e+00j
 0.05045038+0.00000000e+00j 0.05097912+0.00000000e+00j]","{'V', 'Cs', 'K', 'Mn', 'Rb', 'La', 'I', 'Br', 'Fe', 'Cl'}"
3839,3,Ba104Br3Cl2Fe2I3KS237Zr70,"[0.        +2.09211487e-03j 0.        +1.62913072e-03j
 0.        +1.04755031e-05j ... 0.05065639+0.00000000e+00j
 0.0514633 +0.00000000e+00j 0.05167265+0.00000000e+00j]","{'V', 'Cs', 'K', 'Mn', 'Rb', 'La', 'I', 'Br', 'Fe', 'Cl'}"
3839,3,Ba105Br2ClI2KS247V2Zr70,"[0.00000000e+00+9.22686164e-06j 5.49197048e-06+0.00000000e+00j
 1.18839338e-05+0.00000000e+00j ... 5.08447420e-02+0.00000000e+00j
 5.22849402e-02+0.00000000e+00j 5.32303879e-02+0.00000000e+00j]","{'V', 'Cs', 'K', 'Mn', 'Rb', 'La', 'I', 'Br', 'Fe', 'Cl'}"
3843,1,Cl317Fe54O3S3Zr54,"[0.00000000e+00+8.25717027e-04j 0.00000000e+00+1.43658210e-05j
 7.23167036e-06+0.00000000e+00j ... 9.23085153e-02+0.00000000e+00j
 9.48347210e-02+0.00000000e+00j 1.09859608e-01+0.00000000e+00j]","{'Hf', 'K', 'Na', 'W', 'Fe', 'Zr', 'O', 'S', 'Sb'}"
3843,1,Cl320Fe53NaO3Zr53,"[0.00000000e+00+1.28573233e-05j 8.37071577e-06+0.00000000e+00j
 2.17409963e-05+0.00000000e+00j ... 9.46661338e-02+0.00000000e+00j
 9.56063253e-02+0.00000000e+00j 1.11231861e-01+0.00000000e+00j]","{'Hf', 'K', 'Na', 'W', 'Fe', 'Zr', 'O', 'S', 'Sb'}"
3843,2,Cl316Fe52O2SZr53,"[0.        +2.00705626e-03j 0.        +1.40225289e-03j
 0.        +1.56997784e-05j ... 0.06164058+0.00000000e+00j
 0.09493238+0.00000000e+00j 0.09499624+0.00000000e+00j]","{'Hf', 'K', 'Na', 'W', 'Fe', 'Zr', 'O', 'S', 'Sb'}"
3843,2,Cl315Fe53NaO2S5Zr54,"[0.00000000e+00+1.60856161e-05j 0.00000000e+00+1.21411104e-05j
 1.67921943e-05+0.00000000e+00j ... 4.81761782e-02+0.00000000e+00j
 9.40892635e-02+0.00000000e+00j 9.42361438e-02+0.00000000e+00j]","{'Hf', 'K', 'Na', 'W', 'Fe', 'Zr', 'O', 'S', 'Sb'}"
3843,3,Cl313Fe49KO4S3Zr51,"[0.00000000e+00+1.16804129e-05j 1.10037821e-05+0.00000000e+00j
 1.96549522e-05+0.00000000e+00j ... 8.89215341e-02+0.00000000e+00j
 9.57946506e-02+0.00000000e+00j 1.20462020e-01+0.00000000e+00j]","{'Hf', 'K', 'Na', 'W', 'Fe', 'Zr', 'O', 'S', 'Sb'}"
3843,3,Cl317Fe51KOS3Zr54,"[0.00000000e+00+2.20621708e-05j 0.00000000e+00+1.90639048e-05j
 1.58557721e-05+0.00000000e+00j ... 4.69925831e-02+0.00000000e+00j
 4.88246046e-02+0.00000000e+00j 8.86399786e-02+0.00000000e+00j]","{'Hf', 'K', 'Na', 'W', 'Fe', 'Zr', 'O', 'S', 'Sb'}"
3846,1,ClIS210Sn140,"[0.00000000e+00+1.28882483e-05j 8.96783272e-06+0.00000000e+00j
 1.70820640e-05+0.00000000e+00j ... 3.63342888e-02+0.00000000e+00j
 3.81169326e-02+0.00000000e+00j 3.95827369e-02+0.00000000e+00j]","{'Pb', 'Sn', 'I', 'Br', 'Eu', 'Cl', 'Ca', 'F', 'Ba'}"
3846,1,BaBr2F2S207Sn142,"[0.00000000e+00+1.24118993e-05j 3.84076316e-06+0.00000000e+00j
 8.36348767e-06+0.00000000e+00j ... 3.50053165e-02+0.00000000e+00j
 3.52801699e-02+0.00000000e+00j 4.59547076e-02+0.00000000e+00j]","{'Pb', 'Sn', 'I', 'Br', 'Eu', 'Cl', 'Ca', 'F', 'Ba'}"
3846,1,BrCaCl2FIS207Sn142,"[0.00000000e+00+7.92886434e-06j 0.00000000e+00+1.71542126e-06j
 1.49212687e-05+0.00000000e+00j ... 3.51563483e-02+0.00000000e+00j
 3.57813372e-02+0.00000000e+00j 4.53248192e-02+0.00000000e+00j]","{'Pb', 'Sn', 'I', 'Br', 'Eu', 'Cl', 'Ca', 'F', 'Ba'}"
3846,2,Ca6ClIS208Sn140,"[0.        +2.73253146e-03j 0.        +1.91825295e-03j
 0.        +1.11712457e-05j ... 0.03689013+0.00000000e+00j
 0.03692832+0.00000000e+00j 0.04057442+0.00000000e+00j]","{'Pb', 'Sn', 'I', 'Br', 'Eu', 'Cl', 'Ca', 'F', 'Ba'}"
3846,2,BaCaCl2IS211Sn137,"[0.        +8.31015828e-04j 0.        +1.62558564e-05j
 0.        +1.16779589e-05j ... 0.03694576+0.00000000e+00j
 0.03846617+0.00000000e+00j 0.03883325+0.00000000e+00j]","{'Pb', 'Sn', 'I', 'Br', 'Eu', 'Cl', 'Ca', 'F', 'Ba'}"
3846,2,CaClFIS207Sn144,"[0.        +4.33595520e-03j 0.        +1.34576105e-03j
 0.        +1.60529744e-05j ... 0.03387187+0.00000000e+00j
 0.03411032+0.00000000e+00j 0.03458323+0.00000000e+00j]","{'Pb', 'Sn', 'I', 'Br', 'Eu', 'Cl', 'Ca', 'F', 'Ba'}"
3846,3,BrCaI3S209Sn143,"[0.        +7.82229064e-04j 0.        +1.14694335e-05j
 0.        +4.83871507e-06j ... 0.03482336+0.00000000e+00j
 0.03678562+0.00000000e+00j 0.0368537 +0.00000000e+00j]","{'Pb', 'Sn', 'I', 'Br', 'Eu', 'Cl', 'Ca', 'F', 'Ba'}"
3846,3,CaFI3S205Sn143,"[0.        +6.81109397e-03j 0.        +1.24206085e-05j
 0.        +6.07446153e-06j ... 0.03552089+0.00000000e+00j
 0.03596893+0.00000000e+00j 0.03867959+0.00000000e+00j]","{'Pb', 'Sn', 'I', 'Br', 'Eu', 'Cl', 'Ca', 'F', 'Ba'}"
3846,3,BrCaI2S211Sn143,"[0.00000000e+00+1.13795668e-05j 0.00000000e+00+6.94380808e-06j
 9.65267590e-06+0.00000000e+00j ... 3.41944458e-02+0.00000000e+00j
 3.42894292e-02+0.00000000e+00j 3.50551194e-02+0.00000000e+00j]","{'Pb', 'Sn', 'I', 'Br', 'Eu', 'Cl', 'Ca', 'F', 'Ba'}"
3847,1,Cs54Cu80F316GeO6Ti27,"[0.        +0.00287121j 0.        +0.00216764j 0.        +0.00201742j ...
 0.09357464+0.j         0.10023477+0.j         0.10256707+0.j        ]","{'Ta', 'Mn', 'Zn', 'Na', 'Cu', 'Nb', 'O', 'Ge', 'Sr', 'Ba'}"
3847,2,Cs52Cu79F311O11SrTi26Zn,"[0.        +1.60474641e-03j 0.        +1.32253363e-03j
 0.        +2.03045519e-05j ... 0.10080329+0.00000000e+00j
 0.10098919+0.00000000e+00j 0.10198903+0.00000000e+00j]","{'Ta', 'Mn', 'Zn', 'Na', 'Cu', 'Nb', 'O', 'Ge', 'Sr', 'Ba'}"
3847,2,BaCs52Cu79F310GeO9SrTi26,"[0.        +0.00351418j 0.        +0.00294263j 0.        +0.00193531j ...
 0.08479771+0.j         0.09072747+0.j         0.09461118+0.j        ]","{'Ta', 'Mn', 'Zn', 'Na', 'Cu', 'Nb', 'O', 'Ge', 'Sr', 'Ba'}"
3854,1,Cl244K2Mn122S2Sc,"[0.        +0.00130737j 0.        +0.00043187j 0.        +0.00033154j ...
 0.03442954+0.j         0.03491856+0.j         0.03502894+0.j        ]","{'K', 'Na', 'Li', 'W', 'Sc', 'Ir', 'O', 'S', 'Sb'}"
3854,1,Cl242KMn120NaO3S2,"[0.        +0.0077813j  0.        +0.00168847j 0.        +0.0013679j  ...
 0.04343614+0.j         0.04439842+0.j         0.09411716+0.j        ]","{'K', 'Na', 'Li', 'W', 'Sc', 'Ir', 'O', 'S', 'Sb'}"
3854,2,Cl242K2Mn122NaO3S2Sc,"[0.        +0.00175381j 0.        +0.00151504j 0.        +0.00135959j ...
 0.04494824+0.j         0.04803324+0.j         0.0492016 +0.j        ]","{'K', 'Na', 'Li', 'W', 'Sc', 'Ir', 'O', 'S', 'Sb'}"
3854,2,Cl249Mn123NaO,"[0.        +0.00042379j 0.        +0.00042264j 0.        +0.00033834j ...
 0.04141353+0.j         0.04142315+0.j         0.04450381+0.j        ]","{'K', 'Na', 'Li', 'W', 'Sc', 'Ir', 'O', 'S', 'Sb'}"
3854,3,Cl239K2Mn121O4SSc2,"[0.        +0.00197272j 0.        +0.00169966j 0.        +0.0014145j  ...
 0.04386947+0.j         0.04454129+0.j         0.04903545+0.j        ]","{'K', 'Na', 'Li', 'W', 'Sc', 'Ir', 'O', 'S', 'Sb'}"
3854,3,Cl248Mn123O2Sc,"[0.        +0.00042824j 0.        +0.00041359j 0.        +0.00041017j ...
 0.03614893+0.j         0.03923913+0.j         0.05124727+0.j        ]","{'K', 'Na', 'Li', 'W', 'Sc', 'Ir', 'O', 'S', 'Sb'}"
3858,1,CoCu92FeIn91MgTe186ZnZr2,"[0.        +2.56205022e-03j 0.        +1.10242546e-05j
 0.        +2.49054681e-06j ... 0.02547191+0.00000000e+00j
 0.02624882+0.00000000e+00j 0.02792283+0.00000000e+00j]","{'In', 'Zn', 'Mg', 'Li', 'Fe', 'Co', 'Zr'}"
3858,1,Co2Cu93FeIn96Te187Zr,"[0.        +4.51817602e-03j 0.        +1.96656547e-03j
 0.        +6.44049951e-06j ... 0.02325017+0.00000000e+00j
 0.02398732+0.00000000e+00j 0.02460563+0.00000000e+00j]","{'In', 'Zn', 'Mg', 'Li', 'Fe', 'Co', 'Zr'}"
3858,2,CoCu95In90Te188Zn,"[0.        +2.85749909e-03j 0.        +6.72520727e-06j
 0.        +4.69680017e-06j ... 0.02455113+0.00000000e+00j
 0.02489691+0.00000000e+00j 0.0249691 +0.00000000e+00j]","{'In', 'Zn', 'Mg', 'Li', 'Fe', 'Co', 'Zr'}"
3858,2,Co2Cu91In91LiMg2Te185ZnZr3,"[0.00000000e+00+7.91912507e-06j 2.66083134e-06+0.00000000e+00j
 9.31220661e-06+0.00000000e+00j ... 2.75164727e-02+0.00000000e+00j
 3.68227925e-02+0.00000000e+00j 3.74689700e-02+0.00000000e+00j]","{'In', 'Zn', 'Mg', 'Li', 'Fe', 'Co', 'Zr'}"
3858,3,Co2Cu95In92Te188,"[0.00000000e+00+4.86117962e-06j 0.00000000e+00+2.56151120e-06j
 4.42175607e-06+0.00000000e+00j ... 2.39258084e-02+0.00000000e+00j
 2.42747739e-02+0.00000000e+00j 2.50163047e-02+0.00000000e+00j]","{'In', 'Zn', 'Mg', 'Li', 'Fe', 'Co', 'Zr'}"
3858,3,Co2Cu94FeIn94LiMgTe189Zn,"[0.00000000e+00+4.21488738e-06j 6.40845088e-06+0.00000000e+00j
 8.40657882e-06+0.00000000e+00j ... 2.54576963e-02+0.00000000e+00j
 2.62306519e-02+0.00000000e+00j 2.81983256e-02+0.00000000e+00j]","{'In', 'Zn', 'Mg', 'Li', 'Fe', 'Co', 'Zr'}"
3859,1,Cl3KO290RbSi95Sr97Zn,"[0.        +1.01141164e-02j 0.        +7.47271254e-03j
 0.        +4.71569969e-05j ... 0.13682588+0.00000000e+00j
 0.13900757+0.00000000e+00j 0.1390569 +0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'P', 'Li', 'Cl', 'F'}"
3859,1,Cl4Cs2FKLiO288P2Si93Sr96VZn,"[0.00000000e+00+5.14269310e-05j 0.00000000e+00+3.29293823e-05j
 2.13618703e-05+0.00000000e+00j ... 1.39517659e-01+0.00000000e+00j
 1.43346813e-01+0.00000000e+00j 1.52323561e-01+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'P', 'Li', 'Cl', 'F'}"
3859,1,Cl4F6KO285RbSi98Sr96,"[0.        +1.16437017e-02j 0.        +5.48686919e-05j
 0.        +2.75182440e-05j ... 0.13840385+0.00000000e+00j
 0.13873747+0.00000000e+00j 0.14784544+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'P', 'Li', 'Cl', 'F'}"
3859,2,ClCsF4KO293Si96Sr95VZn,"[0.00000000e+00+6.93627285e-05j 2.13455553e-05+0.00000000e+00j
 4.76374720e-05+0.00000000e+00j ... 1.32431729e-01+0.00000000e+00j
 1.33767219e-01+0.00000000e+00j 1.36222813e-01+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'P', 'Li', 'Cl', 'F'}"
3859,2,Cl2F4KO293Si97Sr95,"[0.        +4.96846679e-03j 0.        +4.61843915e-05j
 0.        +4.02711423e-05j ... 0.13391266+0.00000000e+00j
 0.14046293+0.00000000e+00j 0.15027651+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'P', 'Li', 'Cl', 'F'}"
3859,2,Cl3F2O290RbSi98Sr96,"[0.       +5.86401888e-03j 0.       +5.26221296e-05j
 0.       +1.64446280e-05j ... 0.140265 +0.00000000e+00j
 0.14087  +0.00000000e+00j 0.1506401+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'P', 'Li', 'Cl', 'F'}"
3859,3,Cl7F4KO282PSi95Sr97,"[0.        +8.64752096e-03j 0.        +5.97801791e-03j
 0.        +1.80651453e-05j ... 0.14114526+0.00000000e+00j
 0.14937679+0.00000000e+00j 0.15003989+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'P', 'Li', 'Cl', 'F'}"
3859,3,Cl5CsO290RbSi97Sr98,"[0.00000000e+00+7.4986818e-03j 0.00000000e+00+1.9577588e-05j
 2.91371281e-05+0.0000000e+00j ... 1.35209966e-01+0.0000000e+00j
 1.37062614e-01+0.0000000e+00j 1.37300628e-01+0.0000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'P', 'Li', 'Cl', 'F'}"
3859,3,Cl3Cs2F4O291PSi99Sr97,"[0.        +7.16222408e-03j 0.        +4.52557611e-03j
 0.        +2.33610696e-05j ... 0.11804709+0.00000000e+00j
 0.13222145+0.00000000e+00j 0.13866883+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'P', 'Li', 'Cl', 'F'}"
3861,1,Ca100Cu71Na3P142Zn71,"[0.00000000e+00+8.99637090e-06j 0.00000000e+00+7.01373122e-06j
 6.91255047e-06+0.00000000e+00j ... 4.06486521e-02+0.00000000e+00j
 4.10428205e-02+0.00000000e+00j 4.13276630e-02+0.00000000e+00j]","{'In', 'Hg', 'Ag', 'Li', 'Na', 'Nd', 'Ce', 'Zr', 'Pr'}"
3861,1,Ca106Cu71InLiP140Zn68Zr,"[0.00000000e+00+1.63657548e-05j 0.00000000e+00+1.03535044e-05j
 8.31185767e-06+0.00000000e+00j ... 4.26224155e-02+0.00000000e+00j
 5.35801655e-02+0.00000000e+00j 5.73006326e-02+0.00000000e+00j]","{'In', 'Hg', 'Ag', 'Li', 'Na', 'Nd', 'Ce', 'Zr', 'Pr'}"
3861,1,Ca106Cu70NaP142Zn71,"[0.00000000e+00+1.25765431e-05j 0.00000000e+00+5.23561898e-06j
 1.29813565e-05+0.00000000e+00j ... 4.08280182e-02+0.00000000e+00j
 4.16735725e-02+0.00000000e+00j 4.31683009e-02+0.00000000e+00j]","{'In', 'Hg', 'Ag', 'Li', 'Na', 'Nd', 'Ce', 'Zr', 'Pr'}"
3861,2,Ca106Cu69NaP141Zn70,"[0.00000000e+00+1.24312779e-05j 0.00000000e+00+3.88204133e-06j
 1.43606760e-05+0.00000000e+00j ... 3.80835346e-02+0.00000000e+00j
 3.84758120e-02+0.00000000e+00j 3.98809461e-02+0.00000000e+00j]","{'In', 'Hg', 'Ag', 'Li', 'Na', 'Nd', 'Ce', 'Zr', 'Pr'}"
3861,2,Ca103Cu71LiP140Zn71,"[0.00000000e+00+1.43838967e-05j 1.22382375e-05+0.00000000e+00j
 1.62059129e-05+0.00000000e+00j ... 4.11343918e-02+0.00000000e+00j
 4.12743018e-02+0.00000000e+00j 4.40115368e-02+0.00000000e+00j]","{'In', 'Hg', 'Ag', 'Li', 'Na', 'Nd', 'Ce', 'Zr', 'Pr'}"
3861,2,Ca107Cu68InNaP144Zn71Zr,"[0.00000000e+00+1.40862726e-05j 0.00000000e+00+1.29943478e-05j
 4.68224375e-06+0.00000000e+00j ... 3.96175547e-02+0.00000000e+00j
 4.10953302e-02+0.00000000e+00j 4.26323576e-02+0.00000000e+00j]","{'In', 'Hg', 'Ag', 'Li', 'Na', 'Nd', 'Ce', 'Zr', 'Pr'}"
3861,3,Ca108Cu71P141Zn69,"[0.00000000e+00+1.55329442e-05j 0.00000000e+00+8.07875948e-06j
 1.61367104e-05+0.00000000e+00j ... 3.99423347e-02+0.00000000e+00j
 4.00397697e-02+0.00000000e+00j 4.01051003e-02+0.00000000e+00j]","{'In', 'Hg', 'Ag', 'Li', 'Na', 'Nd', 'Ce', 'Zr', 'Pr'}"
3861,3,Ca105Cu72InP141Zn69,"[0.        +1.55692609e-05j 0.        +1.19291506e-05j
 0.        +8.06522816e-06j ... 0.04048941+0.00000000e+00j
 0.04061751+0.00000000e+00j 0.04139679+0.00000000e+00j]","{'In', 'Hg', 'Ag', 'Li', 'Na', 'Nd', 'Ce', 'Zr', 'Pr'}"
3861,3,Ca108Cu69P140Zn69,"[0.00000000e+00+1.34649947e-05j 0.00000000e+00+5.07557482e-06j
 1.54783378e-05+0.00000000e+00j ... 3.95149956e-02+0.00000000e+00j
 3.96348540e-02+0.00000000e+00j 4.20813330e-02+0.00000000e+00j]","{'In', 'Hg', 'Ag', 'Li', 'Na', 'Nd', 'Ce', 'Zr', 'Pr'}"
3866,1,BaCaF143I71O141Rb69,"[0.00000000e+00+2.48940102e-03j 0.00000000e+00+2.06780108e-05j
 1.14693905e-05+0.00000000e+00j ... 1.01770122e-01+0.00000000e+00j
 1.01803335e-01+0.00000000e+00j 1.03650031e-01+0.00000000e+00j]","{'Cs', 'Sc', 'Cl', 'Ca', 'F', 'O', 'Er', 'Sr', 'Ba'}"
3866,1,F141I70O142Rb70,"[0.00000000e+00+2.32037901e-05j 1.23272499e-05+0.00000000e+00j
 1.98532772e-05+0.00000000e+00j ... 1.03435911e-01+0.00000000e+00j
 1.76733374e-01+0.00000000e+00j 1.78119207e-01+0.00000000e+00j]","{'Cs', 'Sc', 'Cl', 'Ca', 'F', 'O', 'Er', 'Sr', 'Ba'}"
3866,2,Cl2F141I70O141Rb72,"[0.00000000e+00+2.23578942e-05j 0.00000000e+00+1.75621498e-05j
 2.20174337e-05+0.00000000e+00j ... 1.02312908e-01+0.00000000e+00j
 1.76571652e-01+0.00000000e+00j 1.82318351e-01+0.00000000e+00j]","{'Cs', 'Sc', 'Cl', 'Ca', 'F', 'O', 'Er', 'Sr', 'Ba'}"
3866,2,F140I72O142Rb70Sr,"[0.00000000e+00+2.47179373e-05j 0.00000000e+00+1.98251282e-05j
 1.67817996e-05+0.00000000e+00j ... 1.02184622e-01+0.00000000e+00j
 1.02247929e-01+0.00000000e+00j 1.02372584e-01+0.00000000e+00j]","{'Cs', 'Sc', 'Cl', 'Ca', 'F', 'O', 'Er', 'Sr', 'Ba'}"
3866,2,CaCl2F139I71O142Rb70,"[0.        +1.65481787e-03j 0.        +2.55872095e-05j
 0.        +1.74537831e-05j ... 0.10208973+0.00000000e+00j
 0.10269431+0.00000000e+00j 0.10400752+0.00000000e+00j]","{'Cs', 'Sc', 'Cl', 'Ca', 'F', 'O', 'Er', 'Sr', 'Ba'}"
3866,3,BaCaCl3F140I68O142Rb71ScSr,"[0.00000000e+00+8.75100856e-06j 1.75497932e-05+0.00000000e+00j
 3.53860447e-05+0.00000000e+00j ... 1.02881079e-01+0.00000000e+00j
 1.03140296e-01+0.00000000e+00j 1.77584323e-01+0.00000000e+00j]","{'Cs', 'Sc', 'Cl', 'Ca', 'F', 'O', 'Er', 'Sr', 'Ba'}"
3866,3,Ba3F141I71O142Rb67Sr,"[0.00000000e+00+7.77110349e-06j 1.87638857e-05+0.00000000e+00j
 2.73890366e-05+0.00000000e+00j ... 1.02306685e-01+0.00000000e+00j
 1.03122460e-01+0.00000000e+00j 1.85185843e-01+0.00000000e+00j]","{'Cs', 'Sc', 'Cl', 'Ca', 'F', 'O', 'Er', 'Sr', 'Ba'}"
3866,3,F140I70O143Rb70,"[0.00000000e+00+2.15029557e-05j 1.72203940e-05+0.00000000e+00j
 2.11838484e-05+0.00000000e+00j ... 1.02365331e-01+0.00000000e+00j
 1.03869690e-01+0.00000000e+00j 1.81495965e-01+0.00000000e+00j]","{'Cs', 'Sc', 'Cl', 'Ca', 'F', 'O', 'Er', 'Sr', 'Ba'}"
3868,1,H285Ga72LiNa71,"[0.        +0.00575648j 0.        +0.00398441j 0.        +0.00342572j ...
 0.23874769+0.j         0.24023178+0.j         0.2416264 +0.j        ]","{'Mg', 'Bi', 'La', 'Cu', 'Li', 'Nb', 'Te', 'Co', 'Ce', 'Ni'}"
3868,1,H283Ga72Na72Ni,"[0.        +0.01601391j 0.        +0.01082721j 0.        +0.01003972j ...
 0.2394189 +0.j         0.24772733+0.j         0.2512247 +0.j        ]","{'Mg', 'Bi', 'La', 'Cu', 'Li', 'Nb', 'Te', 'Co', 'Ce', 'Ni'}"
3868,2,H276Ga71Na72Te,"[0.        +0.00346246j 0.        +0.00286273j 0.        +0.00164341j ...
 0.23137326+0.j         0.23297748+0.j         0.23425417+0.j        ]","{'Mg', 'Bi', 'La', 'Cu', 'Li', 'Nb', 'Te', 'Co', 'Ce', 'Ni'}"
