,Unnamed: 0,ICSD,Crystal,n_dopant,n_original,p_dopant,p_original
9782,9782,193391,S2Sn1_193391.json,"['Ta', 'Cl', 'Sb', 'Nb', 'Ru']","['Sn', 'S', 'Sn', 'Sn', 'Sn']","['Co', 'Cd', 'Li', 'Fe', 'Ca']","['Sn', 'Sn', 'Sn', 'Sn', 'Sn']"
9783,9783,32578,C1Cu1N1S1_32578.json,"['O', 'S', 'Se', 'F', 'N']","['N', 'N', 'N', 'N', 'C']","['B', 'Al', 'Ag', 'La', 'Cu']","['C', 'C', 'C', 'C', 'C']"
9786,9786,652188,Se4Y2Zn1_652188.json,"['Re', 'Si', 'Ge', 'W', 'Mo']","['Y', 'Zn', 'Zn', 'Zn', 'Zn']","['Na', 'Na', 'K', 'Cu', 'N']","['Y', 'Zn', 'Y', 'Zn', 'Se']"
9793,9793,42442,Br6K4Mn1_42442.json,"['Ba', 'Sr', 'K', 'Ca', 'Rb']","['K', 'K', 'Br', 'K', 'Br']","['O', 'Na', 'S', 'Li', 'O']","['Br', 'Mn', 'Br', 'Mn', 'K']"
9794,9794,648055,P1S3Sn1_648055.json,"['U', 'Nb', 'Ta', 'Np', 'Sb']","['Sn', 'Sn', 'Sn', 'Sn', 'Sn']","['Ni', 'Ru', 'Ir', 'Rh', 'Mg']","['Sn', 'Sn', 'Sn', 'Sn', 'Sn']"
9795,9795,40850,Mn1O6V2_40850.json,"['F', 'Cr', 'Cl', 'Sc', 'Ir']","['O', 'V', 'O', 'Mn', 'Mn']","['Si', 'Na', 'Y', 'Tb', 'Li']","['V', 'Mn', 'V', 'V', 'Mn']"
9801,9801,637858,Ge1Se2_637858.json,"['P', 'As', 'V', 'Ca', 'Cl']","['Ge', 'Ge', 'Ge', 'Se', 'Se']","['Zn', 'N', 'Cd', 'Co', 'Li']","['Ge', 'Se', 'Ge', 'Ge', 'Ge']"
9806,9806,61555,I1K1_61555.json,"['Ba', 'Sr', 'K', 'Cs', 'Ca']","['K', 'K', 'I', 'I', 'K']","['O', 'S', 'Se', 'O', 'Cl']","['I', 'I', 'I', 'K', 'K']"
9808,9808,620457,Cd1Se4Y2_620457.json,"['Re', 'Ge', 'Sn', 'Cr', 'V']","['Y', 'Cd', 'Cd', 'Cd', 'Y']","['Na', 'K', 'Na', 'N', 'Ca']","['Y', 'Y', 'Cd', 'Se', 'Y']"
9809,9809,92312,Li3N2Na3_92312.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['O', 'F', 'N', 'F', 'O']","['Li', 'Li', 'Li', 'Na', 'Na']"
9812,9812,15010,Cl3Ni1Rb1_15010.json,"['Ba', 'Sr', 'Fe', 'Cr', 'Sn']","['Rb', 'Rb', 'Ni', 'Ni', 'Ni']","['O', 'Na', 'S', 'Li', 'K']","['Cl', 'Ni', 'Cl', 'Ni', 'Ni']"
9815,9815,152959,Br2Cu2O5Te2_152959.json,"['F', 'Ge', 'Cl', 'K', 'Si']","['O', 'Cu', 'O', 'Br', 'Cu']","['O', 'S', 'La', 'Cu', 'Sr']","['Br', 'Br', 'Te', 'Cu', 'Te']"
9816,9816,202996,Cu1Li2O2_202996.json,"['F', 'Ge', 'Si', 'Er', 'Cl']","['O', 'Cu', 'Li', 'Li', 'O']","['O', 'Cu', 'F', 'N', 'Li']","['Li', 'Cu', 'Li', 'Li', 'Cu']"
9817,9817,261067,F3Sc1_261067.json,"['Re', 'W', 'Ru', 'Ru', 'Ce']","['Sc', 'Sc', 'Sc', 'Sc', 'Sc']","['O', 'Na', 'Rb', 'K', 'Li']","['F', 'Sc', 'Sc', 'Sc', 'Sc']"
9818,9818,602266,In2Se3_602266.json,"['W', 'Sb', 'Si', 'Mo', 'P']","['In', 'In', 'In', 'In', 'In']","['Na', 'K', 'N', 'Cs', 'Mg']","['In', 'In', 'Se', 'In', 'In']"
9819,9819,68464,Cr2K3Na1O8_68464.json,"['F', 'Ba', 'Sr', 'Ca', 'Sb']","['O', 'K', 'K', 'Na', 'Na']","['P', 'Zn', 'V', 'Si', 'Cr']","['Cr', 'Cr', 'Cr', 'Cr', 'Cr']"
9820,9820,62308,Al3C3Sc1_62308.json,"['Mn', 'Ge', 'Np', 'U', 'Mo']","['Al', 'Al', 'Sc', 'Sc', 'Al']","['Zn', 'Li', 'Cu', 'Ge', 'Mg']","['Sc', 'Sc', 'Sc', 'Sc', 'Sc']"
9821,9821,12167,F2Mn1_12167.json,"['Sc', 'Ir', 'W', 'Sb', 'V']","['Mn', 'Mn', 'Mn', 'Mn', 'Mn']","['O', 'Na', 'Li', 'O', 'K']","['F', 'Mn', 'Mn', 'Mn', 'Mn']"
9822,9822,10106,Ba1O3Te1_10106.json,"['F', 'Cl', 'La', 'Nd', 'Pr']","['O', 'O', 'Ba', 'Ba', 'Ba']","['Cs', 'Rb', 'K', 'La', 'Sr']","['Ba', 'Ba', 'Ba', 'Te', 'Te']"
9823,9823,419382,Ag1Ba1F1Te1_419382.json,"['Hg', 'Cd', 'Tl', 'Bi', 'La']","['Ag', 'Ag', 'Ag', 'Ba', 'Ba']","['O', 'K', 'Ag', 'Tl', 'Rb']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']"
9824,9824,170266,N2Si1Sr1_170266.json,"['O', 'S', 'Se', 'La', 'F']","['N', 'N', 'N', 'Sr', 'N']","['Cs', 'Rb', 'K', 'Li', 'Zn']","['Sr', 'Sr', 'Sr', 'Si', 'Si']"
9829,9829,403035,Cl4Cr1Li2_403035.json,"['Fe', 'Sc', 'Mn', 'Zr', 'Se']","['Cr', 'Cr', 'Cr', 'Cr', 'Cr']","['O', 'S', 'O', 'O', 'F']","['Cl', 'Cl', 'Li', 'Cr', 'Li']"
9835,9835,157617,O2Zr1_157617.json,"['F', 'Cl', 'V', 'P', 'Br']","['O', 'O', 'Zr', 'Zr', 'O']","['Fe', 'Mn', 'Mn', 'Mg', 'V']","['Zr', 'Zr', 'Zr', 'Zr', 'Zr']"
9837,9837,183712,Ba1Cu1F1S1_183712.json,"['Zn', 'Hg', 'Cl', 'Cu', 'La']","['Cu', 'Cu', 'S', 'Cu', 'Ba']","['O', 'Cs', 'Rb', 'K', 'N']","['F', 'Ba', 'Ba', 'Ba', 'S']"
9840,9840,65829,Cl3N1Y2_65829.json,"['O', 'S', 'Se', 'F', 'Re']","['N', 'N', 'N', 'N', 'Y']","['O', 'Na', 'S', 'K', 'Ca']","['Cl', 'Y', 'Cl', 'Y', 'Y']"
9843,9843,24380,Cl2O1V1_24380.json,"['F', 'Nb', 'Cl', 'K', 'Rb']","['O', 'V', 'O', 'Cl', 'Cl']","['O', 'Mg', 'Cd', 'Mn', 'Ni']","['Cl', 'V', 'V', 'V', 'V']"
9846,9846,654940,Al4C3_654940.json,"['Mn', 'Ge', 'Mo', 'Tc', 'Ti']","['Al', 'Al', 'Al', 'Al', 'Al']","['Be', 'Ni', 'Mg', 'Cu', 'Co']","['Al', 'Al', 'Al', 'Al', 'Al']"
9847,9847,647283,O2Pd1_647283.json,"['F', 'Cl', 'Br', 'W', 'I']","['O', 'O', 'O', 'Pd', 'O']","['Cd', 'Zn', 'Mn', 'Cu', 'O']","['Pd', 'Pd', 'Pd', 'Pd', 'Pd']"
9849,9849,65170,Li1O1Rb1_65170.json,"['Ba', 'F', 'Sr', 'Si', 'Er']","['Rb', 'O', 'Rb', 'Li', 'Li']","['O', 'F', 'N', 'Cl', 'N']","['Li', 'Li', 'Li', 'Rb', 'O']"
9850,9850,185141,Te1Zn1_185141.json,"['Zr', 'In', 'Hf', 'Sn', 'Pb']","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']","['Li', 'Na', 'Ag', 'F', 'K']","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']"
9853,9853,174097,Ag3Br1S1_174097.json,"['K', 'In', 'Cl', 'Rb', 'Cs']","['Br', 'Ag', 'S', 'Br', 'Br']","['O', 'S', 'O', 'N', 'Se']","['Br', 'Br', 'Ag', 'S', 'Br']"
9856,9856,18013,Br1Na1_18013.json,"['Ca', 'Sb', 'Er', 'K', 'W']","['Na', 'Na', 'Na', 'Br', 'Na']","['O', 'S', 'Se', 'F', 'O']","['Br', 'Br', 'Br', 'Na', 'Na']"
9857,9857,15740,S1Zn1_15740.json,"['Si', 'Ge', 'Cl', 'W', 'Mo']","['Zn', 'Zn', 'S', 'Zn', 'Zn']","['Na', 'Cu', 'N', 'K', 'Li']","['Zn', 'Zn', 'S', 'Zn', 'Zn']"
9858,9858,65451,Mn1Na6Te4_65451.json,"['Hg', 'Bi', 'Cd', 'Sb', 'Cd']","['Na', 'Na', 'Na', 'Na', 'Na']","['Na', 'Ag', 'F', 'F', 'K']","['Mn', 'Mn', 'Na', 'Mn', 'Mn']"
9860,9860,410868,Ag1C2Li1_410868.json,"['Sb', 'Np', 'Sc', 'Pb', 'Hg']","['Li', 'Li', 'Li', 'Li', 'Ag']","['F', 'F', 'O', 'O', 'Cl']","['Li', 'Ag', 'Li', 'Ag', 'Li']"
9863,9863,427796,Ba3Cl1In1S4_427796.json,"['Cl', 'W', 'Sb', 'La', 'K']","['S', 'In', 'In', 'Ba', 'Cl']","['O', 'Cs', 'Rb', 'Na', 'K']","['Cl', 'Ba', 'Ba', 'In', 'Ba']"
9866,9866,400338,B2Ba4N4O1_400338.json,"['O', 'S', 'Se', 'F', 'F']","['N', 'N', 'N', 'O', 'N']","['Cs', 'Rb', 'K', 'Tl', 'Ag']","['Ba', 'Ba', 'Ba', 'Ba', 'B']"
9867,9867,153890,Ga1N1_153890.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['Cs', 'Ba', 'Li', 'Na', 'Ag']","['Ga', 'Ga', 'Ga', 'Ga', 'Ga']"
9869,9869,14010,K1P1_14010.json,"['Ba', 'Pb', 'Sr', 'Eu', 'Ac']","['K', 'K', 'K', 'K', 'K']","['O', 'F', 'Cl', 'S', 'Br']","['K', 'K', 'K', 'K', 'K']"
9873,9873,248485,Cr1O4P1_248485.json,"['F', 'Cl', 'Sb', 'Cr', 'S']","['O', 'O', 'Cr', 'P', 'P']","['Na', 'Si', 'K', 'Mg', 'Ge']","['Cr', 'P', 'Cr', 'Cr', 'P']"
9874,9874,100041,As2Ca1Mg2_100041.json,"['Ce', 'Pr', 'Hf', 'Nd', 'Sn']","['Ca', 'Ca', 'Mg', 'Ca', 'Mg']","['Na', 'Li', 'Ag', 'Hg', 'Li']","['Ca', 'Mg', 'Ca', 'Ca', 'Ca']"
9880,9880,66654,Ba2Cd1S3_66654.json,"['Ge', 'Cl', 'Sn', 'Cr', 'Si']","['Cd', 'S', 'Cd', 'Cd', 'Cd']","['Cs', 'Rb', 'K', 'Na', 'N']","['Ba', 'Ba', 'Ba', 'Cd', 'S']"
9881,9881,73889,Cu1Na1Te3Zr1_73889.json,"['Zn', 'Mg', 'Zr', 'U', 'Zr']","['Cu', 'Te', 'Te', 'Zr', 'Cu']","['Mg', 'Cu', 'Ge', 'Zn', 'Sc']","['Zr', 'Zr', 'Zr', 'Zr', 'Zr']"
9884,9884,75585,Ba1Cu1F1Se1_75585.json,"['Zn', 'Hg', 'Cu', 'La', 'In']","['Cu', 'Cu', 'Cu', 'Ba', 'Cu']","['O', 'Cs', 'Rb', 'K', 'N']","['F', 'Ba', 'Ba', 'Ba', 'Se']"
9888,9888,73239,C1F4_73239.json,"['N', 'Na', 'Li', 'S', 'K']","['C', 'F', 'F', 'C', 'F']","['O', 'B', 'Al', 'Ag', 'La']","['F', 'C', 'C', 'C', 'C']"
9892,9892,2848,C1F4_2848.json,"['N', 'Na', 'Li', 'S', 'K']","['C', 'F', 'F', 'C', 'F']","['O', 'B', 'Al', 'Ag', 'La']","['F', 'C', 'C', 'C', 'C']"
9896,9896,192766,O6Ru1Sr2Y1_192766.json,"['F', 'W', 'La', 'Re', 'Mo']","['O', 'Ru', 'Sr', 'Y', 'Ru']","['Cs', 'Na', 'Na', 'Rb', 'K']","['Sr', 'Ru', 'Y', 'Sr', 'Sr']"
9897,9897,430557,Fe2O3_430557.json,"['F', 'Cl', 'Sb', 'W', 'Zr']","['O', 'O', 'Fe', 'Fe', 'Fe']","['Na', 'K', 'Li', 'Ni', 'Mg']","['Fe', 'Fe', 'Fe', 'Fe', 'Fe']"
9898,9898,66747,Co1H2O5Se1_66747.json,"['F', 'Cl', 'Ge', 'Sn', 'Cl']","['O', 'O', 'Co', 'Co', 'Se']","['Zn', 'P', 'Si', 'Co', 'Na']","['Se', 'Se', 'Se', 'Se', 'Co']"
9901,9901,24847,Ca2Mn3O8_24847.json,"['F', 'La', 'Ta', 'Cl', 'Nb']","['O', 'Ca', 'Mn', 'O', 'Mn']","['Na', 'K', 'Rh', 'Cs', 'Ni']","['Ca', 'Ca', 'Mn', 'Ca', 'Mn']"
9905,9905,9362,Co3O4_9362.json,"['Hf', 'Co', 'Hf', 'Zr', 'Li']","['Co', 'O', 'O', 'Co', 'O']","['Co', 'Li', 'Mg', 'Cu', 'Zn']","['Co', 'Co', 'Co', 'Co', 'Co']"
9906,9906,92306,Li4N2Na2_92306.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['O', 'F', 'N', 'F', 'O']","['Li', 'Li', 'Li', 'Na', 'Na']"
9907,9907,95814,B1Ca3N3_95814.json,"['O', 'S', 'Se', 'F', 'C']","['N', 'N', 'N', 'N', 'B']","['Na', 'K', 'Cs', 'Rb', 'Li']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']"
9912,9912,252614,Cu2Ge1Te4Zn1_252614.json,"['Al', 'Mn', 'Ge', 'Al', 'Mn']","['Zn', 'Zn', 'Zn', 'Cu', 'Cu']","['Al', 'Ga', 'Fe', 'Be', 'Ni']","['Ge', 'Ge', 'Ge', 'Ge', 'Ge']"
9918,9918,51136,O6Rh1Sr3Y1_51136.json,"['F', 'Re', 'La', 'Sb', 'Re']","['O', 'Rh', 'Sr', 'Rh', 'Y']","['Na', 'Cs', 'Na', 'Rb', 'K']","['Rh', 'Sr', 'Y', 'Sr', 'Rh']"
9921,9921,248051,K1O3Pd2_248051.json,"['Pu', 'Pd', 'Pu', 'Lu', 'Lu']","['Pd', 'K', 'K', 'Pd', 'K']","['Pd', 'Pt', 'Cd', 'Li', 'Zn']","['Pd', 'Pd', 'Pd', 'Pd', 'Pd']"
9923,9923,15584,K2P2Pd1_15584.json,"['Ba', 'Pb', 'Sr', 'Eu', 'Ac']","['K', 'K', 'K', 'K', 'K']","['O', 'F', 'Cl', 'S', 'Br']","['K', 'K', 'K', 'K', 'K']"
9925,9925,9598,Cs3F7Mn1_9598.json,"['Ba', 'Sr', 'Ta', 'Nb', 'Sb']","['Cs', 'Cs', 'Mn', 'Mn', 'Mn']","['O', 'Rh', 'Ni', 'Mn', 'Mn']","['F', 'Mn', 'Mn', 'Mn', 'Mn']"
9926,9926,30914,Ba1Mg2P2_30914.json,"['Hf', 'Sn', 'Zr', 'U', 'In']","['Mg', 'Mg', 'Mg', 'Mg', 'Mg']","['Li', 'F', 'K', 'O', 'Tl']","['Mg', 'Ba', 'Ba', 'Ba', 'Ba']"
9928,9928,152554,Cu1S7Sn1Y3_152554.json,"['Zn', 'Hg', 'Re', 'Ta', 'Cl']","['Cu', 'Cu', 'Y', 'Sn', 'S']","['Na', 'K', 'Ca', 'Co', 'Cd']","['Y', 'Y', 'Y', 'Sn', 'Sn']"
9930,9930,410707,F7K2Mn2Rb1_410707.json,"['Ba', 'Ba', 'Sr', 'Sr', 'Ca']","['Rb', 'K', 'Rb', 'K', 'K']","['O', 'Na', 'Li', 'O', 'O']","['F', 'Mn', 'Mn', 'K', 'Mn']"
9932,9932,644958,Na1S1_644958.json,"['Hg', 'Ce', 'Bi', 'La', 'Ca']","['Na', 'Na', 'Na', 'Na', 'Na']","['F', 'O', 'Cl', 'S', 'Br']","['Na', 'Na', 'Na', 'Na', 'Na']"
9933,9933,91855,Cu1In1O2_91855.json,"['F', 'Zn', 'Hg', 'Cl', 'Cu']","['O', 'Cu', 'Cu', 'O', 'Cu']","['Na', 'K', 'Cs', 'Mg', 'Li']","['In', 'In', 'In', 'In', 'In']"
9934,9934,32655,Ag1In1S2_32655.json,"['In', 'Cl', 'W', 'Sb', 'Ga']","['Ag', 'S', 'In', 'In', 'Ag']","['Na', 'K', 'O', 'Cs', 'Mg']","['In', 'In', 'Ag', 'In', 'In']"
9940,9940,30612,F3Mo1_30612.json,"['Sb', 'Os', 'W', 'Ir', 'Mo']","['Mo', 'Mo', 'Mo', 'Mo', 'Mo']","['O', 'K', 'Na', 'Ca', 'Mg']","['F', 'Mo', 'Mo', 'Mo', 'Mo']"
9942,9942,426195,Ba2I1P7_426195.json,"['La', 'Ce', 'Pr', 'Nd', 'Pm']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']","['K', 'Rb', 'Rb', 'Na', 'Cs']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']"
9945,9945,2552,Cl3Mn1Na1_2552.json,"['Ca', 'Sb', 'Er', 'W', 'Ho']","['Na', 'Na', 'Na', 'Na', 'Na']","['O', 'Na', 'S', 'Li', 'O']","['Cl', 'Mn', 'Cl', 'Mn', 'Mn']"
9946,9946,2782,Br3Cs1Mn1_2782.json,"['Ba', 'Sr', 'K', 'Rb', 'Sc']","['Cs', 'Cs', 'Br', 'Br', 'Mn']","['O', 'Na', 'S', 'Li', 'Se']","['Br', 'Mn', 'Br', 'Mn', 'Br']"
9947,9947,641296,K2Pd1S2_641296.json,"['Ba', 'Sr', 'Fe', 'Mn', 'Sc']","['K', 'K', 'Pd', 'Pd', 'Pd']","['Na', 'N', 'Cu', 'K', 'Li']","['Pd', 'S', 'Pd', 'Pd', 'Pd']"
9949,9949,156413,B1Cu1S2_156413.json,"['C', 'Zn', 'Hg', 'Cl', 'Cu']","['B', 'Cu', 'Cu', 'S', 'Cu']","['N', 'O', 'Ag', 'Ba', 'F']","['S', 'Cu', 'B', 'B', 'Cu']"
9958,9958,26560,Mn1O4Sr2_26560.json,"['F', 'La', 'Ta', 'Cl', 'Nb']","['O', 'Sr', 'Mn', 'O', 'Mn']","['Cs', 'Rb', 'K', 'Rh', 'Ni']","['Sr', 'Sr', 'Sr', 'Mn', 'Mn']"
9959,9959,261512,Fe2O5Sr3_261512.json,"['F', 'La', 'W', 'Sn', 'Cl']","['O', 'Sr', 'Fe', 'Fe', 'O']","['Cs', 'Na', 'Rb', 'K', 'Li']","['Sr', 'Fe', 'Sr', 'Sr', 'Fe']"
9962,9962,72387,Co1Li1N2Sr2_72387.json,"['O', 'S', 'Se', 'La', 'F']","['N', 'N', 'N', 'Sr', 'N']","['Cs', 'Rb', 'K', 'O', 'Na']","['Sr', 'Sr', 'Sr', 'Li', 'Sr']"
9967,9967,35557,Br6K2Sn1_35557.json,"['Ba', 'Sr', 'K', 'Ta', 'Ca']","['K', 'K', 'Br', 'Sn', 'K']","['O', 'S', 'Co', 'Cd', 'Li']","['Br', 'Br', 'Sn', 'Sn', 'Sn']"
9970,9970,74906,Ba2N3Nb1_74906.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['Cs', 'Rb', 'K', 'Na', 'Ti']","['Ba', 'Ba', 'Ba', 'Nb', 'Nb']"
9972,9972,280098,Na1Nb1O3_280098.json,"['F', 'Ca', 'Sb', 'Cl', 'Er']","['O', 'Na', 'Na', 'O', 'Na']","['Na', 'Ti', 'Rb', 'Ca', 'Sn']","['Nb', 'Nb', 'Nb', 'Nb', 'Nb']"
9973,9973,41886,Pd3Rb2S4_41886.json,"['Ba', 'Sr', 'Fe', 'Mn', 'Sc']","['Rb', 'Rb', 'Pd', 'Pd', 'Pd']","['Na', 'N', 'Cu', 'K', 'Li']","['Pd', 'S', 'Pd', 'Pd', 'Pd']"
9974,9974,14030,Rb1Sb1_14030.json,"['Ba', 'Pb', 'Sr', 'Eu', 'Ac']","['Rb', 'Rb', 'Rb', 'Rb', 'Rb']","['O', 'F', 'Cl', 'S', 'Br']","['Rb', 'Rb', 'Rb', 'Rb', 'Rb']"
9977,9977,162793,Ca3N2_162793.json,"['O', 'S', 'Se', 'F', 'La']","['N', 'N', 'N', 'N', 'Ca']","['Na', 'K', 'Cs', 'Rb', 'Li']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']"
9979,9979,236248,Cu2S4Si1Zn1_236248.json,"['Zn', 'Hg', 'Si', 'Ge', 'P']","['Cu', 'Cu', 'Zn', 'Zn', 'Si']","['Li', 'Na', 'Cu', 'Zn', 'N']","['Si', 'Zn', 'Zn', 'Si', 'S']"
9981,9981,1904,F2K3Na1O6P2_1904.json,"['F', 'Ba', 'Sr', 'Ca', 'Sb']","['O', 'K', 'K', 'Na', 'Na']","['O', 'Si', 'Ge', 'O', 'Cl']","['F', 'P', 'P', 'K', 'K']"
9983,9983,281176,Br3Cd1Cs1_281176.json,"['Ba', 'Sr', 'K', 'Ge', 'Sn']","['Cs', 'Cs', 'Br', 'Cd', 'Cd']","['O', 'S', 'Na', 'O', 'Se']","['Br', 'Br', 'Cd', 'Cd', 'Br']"
9987,9987,380109,As4K7Nb1_380109.json,"['Hg', 'Cd', 'Tl', 'Mn', 'Te']","['K', 'K', 'K', 'K', 'K']","['K', 'O', 'O', 'F', 'F']","['Nb', 'K', 'Nb', 'K', 'Nb']"
9988,9988,247061,B2Cu2O6Sr1_247061.json,"['F', 'La', 'C', 'Ge', 'Cl']","['O', 'Sr', 'B', 'Cu', 'O']","['Cs', 'Rb', 'K', 'Cu', 'Na']","['Sr', 'Sr', 'Sr', 'Cu', 'Sr']"
9992,9992,4226,B1F3Mg3O3_4226.json,"['F', 'C', 'Cl', 'W', 'Cr']","['O', 'B', 'O', 'Mg', 'Mg']","['O', 'Na', 'O', 'Li', 'K']","['F', 'Mg', 'Mg', 'Mg', 'Mg']"
9995,9995,155422,Cs2O12Sr1V4_155422.json,"['Ba', 'F', 'La', 'Sr', 'Cr']","['Cs', 'O', 'Sr', 'Cs', 'V']","['Cs', 'Si', 'Rb', 'K', 'Y']","['Sr', 'V', 'Sr', 'Sr', 'V']"
10000,10000,262837,F1Na1_262837.json,"['Ca', 'Sb', 'Er', 'W', 'Ho']","['Na', 'Na', 'Na', 'Na', 'Na']","['O', 'F', 'O', 'Cl', 'N']","['F', 'Na', 'Na', 'Na', 'F']"
10001,10001,280226,Al1Li1Te2_280226.json,"['Zr', 'Zr', 'Co', 'Zn', 'Hf']","['Li', 'Al', 'Li', 'Li', 'Li']","['Li', 'Co', 'Zn', 'Mg', 'Cu']","['Al', 'Al', 'Al', 'Al', 'Al']"
10002,10002,188893,C1O2_188893.json,"['F', 'N', 'Cl', 'Br', 'S']","['O', 'C', 'O', 'O', 'C']","['B', 'Al', 'Ag', 'La', 'Cu']","['C', 'C', 'C', 'C', 'C']"
10004,10004,67525,B1Na2O3Rb1_67525.json,"['Ba', 'F', 'C', 'Sr', 'Ca']","['Rb', 'O', 'B', 'Rb', 'Na']","['Ag', 'F', 'Cl', 'O', 'Cl']","['B', 'Na', 'Rb', 'Na', 'Na']"
10009,10009,67886,Na2O1S2Ti1_67886.json,"['F', 'Ca', 'Sb', 'Ta', 'Cl']","['O', 'Na', 'Na', 'Ti', 'O']","['Na', 'Zn', 'Mn', 'N', 'Mg']","['Ti', 'Ti', 'Ti', 'S', 'Ti']"
10011,10011,202543,Ag2O2_202543.json,"['Fe', 'F', 'Sc', 'V', 'Mn']","['Ag', 'O', 'Ag', 'Ag', 'Ag']","['O', 'Na', 'Ag', 'N', 'Li']","['Ag', 'Ag', 'Ag', 'O', 'Ag']"
10015,10015,96561,B6Co4O13_96561.json,"['F', 'C', 'Cl', 'Ge', 'Sn']","['O', 'B', 'O', 'Co', 'Co']","['Na', 'Li', 'O', 'K', 'Ag']","['Co', 'Co', 'Co', 'Co', 'B']"
10016,10016,190416,In1N1_190416.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['Na', 'K', 'Cs', 'Mg', 'Li']","['In', 'In', 'In', 'In', 'In']"
10019,10019,56463,Cu2Te3Zr1_56463.json,"['Zn', 'Mg', 'Zr', 'U', 'Zr']","['Cu', 'Te', 'Te', 'Zr', 'Cu']","['Mg', 'Cu', 'Ge', 'Zn', 'Sc']","['Zr', 'Zr', 'Zr', 'Zr', 'Zr']"
10020,10020,72551,Cr1Li1O4Rb1_72551.json,"['Ba', 'F', 'Sr', 'Si', 'Er']","['Rb', 'O', 'Rb', 'Li', 'Li']","['P', 'Zn', 'V', 'Si', 'Cr']","['Cr', 'Cr', 'Cr', 'Cr', 'Cr']"
10023,10023,33724,Cu1I1_33724.json,"['Zn', 'Hg', 'K', 'Cs', 'Cu']","['Cu', 'Cu', 'I', 'I', 'Cu']","['O', 'S', 'O', 'Se', 'F']","['I', 'I', 'Cu', 'I', 'Cu']"
10027,10027,191563,Ba2Mg1O6Te1_191563.json,"['F', 'Cl', 'W', 'Cr', 'Sc']","['O', 'O', 'Mg', 'Mg', 'Mg']","['Cs', 'Rb', 'Na', 'K', 'Re']","['Ba', 'Ba', 'Mg', 'Ba', 'Te']"
10028,10028,200677,O6P2Pd1_200677.json,"['F', 'Fe', 'Mn', 'Cl', 'Sc']","['O', 'Pd', 'Pd', 'O', 'Pd']","['Si', 'Na', 'Cu', 'Ge', 'K']","['P', 'Pd', 'Pd', 'P', 'Pd']"
10031,10031,418618,B2Be1C2_418618.json,"['Si', 'Cr', 'Se', 'Mn', 'Br']","['Be', 'Be', 'Be', 'Be', 'Be']","['Be', 'Li', 'Na', 'Ag', 'Hg']","['B', 'Be', 'Be', 'Be', 'B']"
10033,10033,403102,Cs3I5Mn1_403102.json,"['Ba', 'Sr', 'K', 'Cs', 'Sc']","['Cs', 'Cs', 'I', 'I', 'Mn']","['O', 'S', 'Na', 'Li', 'Se']","['I', 'I', 'Mn', 'Mn', 'I']"
10035,10035,93784,Ga1Mn1O5Sr2_93784.json,"['F', 'La', 'Zr', 'Se', 'Cl']","['O', 'Sr', 'Mn', 'Mn', 'O']","['Cs', 'Rb', 'Cs', 'K', 'Ba']","['Sr', 'Sr', 'Ga', 'Sr', 'Ga']"
10037,10037,420410,Mn1Na6O4_420410.json,"['F', 'Ca', 'Sb', 'Cl', 'Er']","['O', 'Na', 'Na', 'O', 'Na']","['Na', 'Li', 'O', 'F', 'O']","['Mn', 'Mn', 'Mn', 'Na', 'Na']"
10038,10038,191282,Cu1K2O7P2_191282.json,"['F', 'Ba', 'Sr', 'Ge', 'Cl']","['O', 'K', 'K', 'Cu', 'O']","['Si', 'Cu', 'Ge', 'O', 'Cl']","['P', 'Cu', 'P', 'K', 'K']"
10040,10040,402081,Al1Na3P2_402081.json,"['Hg', 'Cd', 'Tl', 'Mn', 'Te']","['Na', 'Na', 'Na', 'Na', 'Na']","['Na', 'Ag', 'Hg', 'Cd', 'F']","['Al', 'Al', 'Al', 'Al', 'Na']"
10041,10041,61523,I1Rb1_61523.json,"['Ba', 'Sr', 'K', 'Cs', 'Er']","['Rb', 'Rb', 'I', 'I', 'Rb']","['O', 'S', 'Se', 'Cl', 'Br']","['I', 'I', 'I', 'Rb', 'Rb']"
10045,10045,407765,Br1N1O3_407765.json,"['F', 'Cl', 'Br', 'I', 'Zr']","['O', 'O', 'O', 'O', 'N']","['Ti', 'Ge', 'Al', 'N', 'O']","['Br', 'Br', 'Br', 'O', 'N']"
10047,10047,2441,Cl6N1S2Sb1_2441.json,"['Mo', 'Cl', 'W', 'K', 'Rb']","['Sb', 'S', 'Sb', 'Cl', 'Cl']","['O', 'Na', 'B', 'C', 'K']","['Cl', 'Sb', 'N', 'N', 'Sb']"
